I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
-47.938843,-48.482666,-119.381393,-119.382774,46.851196,0.000000,0.000000,0.000000,0.000000,0.000000
-45.758057,-46.301880,-119.566475,-119.568184,44.670410,0.000000,0.000000,0.000000,0.000000,0.000000
-43.582764,-44.126587,-119.718887,-119.719009,42.473145,0.000000,0.000000,0.000000,0.000000,0.000000
-41.363525,-41.918335,-119.838531,-119.839035,40.259399,0.000000,0.000000,0.000000,0.000000,0.000000
-39.133301,-39.699097,-119.925278,-119.924255,37.990723,0.000000,0.000000,0.000000,0.000000,0.000000
-36.853638,-37.419434,-119.979050,-119.980423,35.722046,0.000000,0.000000,0.000000,0.000000,0.000000
-34.562988,-35.139771,-119.999741,-119.999626,33.403931,0.000000,0.000000,0.000000,0.000000,0.000000
-32.255859,-32.832642,-119.987282,-119.987656,31.091309,0.000000,0.000000,0.000000,0.000000,0.000000
-29.915771,-30.503540,-119.941597,-119.942467,28.751221,0.000000,0.000000,0.000000,0.000000,0.000000
-27.575684,-28.163452,-119.862617,-119.862053,26.400146,0.000000,0.000000,0.000000,0.000000,0.000000
-25.219116,-25.806885,-119.750305,-119.750259,24.043579,0.000000,0.000000,0.000000,0.000000,0.000000
-22.879028,-23.455811,-119.604599,-119.605095,21.703491,0.000000,0.000000,0.000000,0.000000,0.000000
-20.511475,-21.104736,-119.425476,-119.424568,19.341431,0.000000,0.000000,0.000000,0.000000,0.000000
-18.165894,-18.753662,-119.212906,-119.214493,16.962891,0.000000,0.000000,0.000000,0.000000,0.000000
-15.765381,-16.358643,-118.966866,-118.967072,14.573364,0.000000,0.000000,0.000000,0.000000,0.000000
-13.392334,-13.980103,-118.687363,-118.686165,12.194824,0.000000,0.000000,0.000000,0.000000,0.000000
-10.986328,-11.585083,-118.374397,-118.373749,9.772339,0.000000,0.000000,0.000000,0.000000,0.000000
-8.563843,-9.173584,-118.027985,-118.027878,7.338867,0.000000,0.000000,0.000000,0.000000,0.000000
-6.097412,-6.718140,-117.648125,-117.646606,4.872437,0.000000,0.000000,0.000000,0.000000,0.000000
-3.636475,-4.251709,-117.234871,-117.235855,2.378540,0.000000,0.000000,0.000000,0.000000,0.000000
-1.142578,-1.763306,-116.788269,-116.787827,-0.131836,0.000000,0.000000,0.000000,0.000000,0.000000
1.406250,0.774536,-116.308365,-116.308411,-2.669678,0.000000,0.000000,0.000000,0.000000,0.000000
3.966064,3.312378,-115.795204,-115.795753,-5.256958,0.000000,0.000000,0.000000,0.000000,0.000000
6.547852,5.899658,-115.248901,-115.249901,-7.849731,0.000000,0.000000,0.000000,0.000000,0.000000
9.168091,8.503418,-114.669472,-114.668999,-10.519409,0.000000,0.000000,0.000000,0.000000,0.000000
